"DTI_CL_INDICADOR","Indicador","DTI_CL_ANO","Año","DTI_CL_REGION","Región","DTI_CL_SEXO","Sexo","DTI_CL_CISE","CISE","Value","Flag Codes","Flags"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL13","Región Metropolitana de Santiago","F","Mujeres","ICSE93_1_A","Asalariados sector privado",534203.625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL13","Región Metropolitana de Santiago","F","Mujeres","ICSE93_1_B","Asalariados sector público",665729.3125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL13","Región Metropolitana de Santiago","F","Mujeres","ICSE93_7","Personal de servicio doméstico",239796.0625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos","ICSE93_T","Total",414981.84375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos","ICSE93_2","Empleadores",1100672.375,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos","ICSE93_3","Trabajadores por cuenta propia",256155.6875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos","ICSE93_1_A","Asalariados sector privado",397311.90625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos","ICSE93_1_B","Asalariados sector público",653834.125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos","ICSE93_7","Personal de servicio doméstico",183295.640625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres","ICSE93_T","Total",463310.78125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres","ICSE93_2","Empleadores",1096839.25,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres","ICSE93_3","Trabajadores por cuenta propia",291836.875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres","ICSE93_1_A","Asalariados sector privado",419548.375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres","ICSE93_1_B","Asalariados sector público",852817.5,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres","ICSE93_T","Total",345754.6875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres","ICSE93_3","Trabajadores por cuenta propia",212639.734375,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres","ICSE93_1_A","Asalariados sector privado",349590.59375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres","ICSE93_1_B","Asalariados sector público",534448,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres","ICSE93_7","Personal de servicio doméstico",167196.46875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","_T","Ambos sexos","ICSE93_T","Total",341847.625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","_T","Ambos sexos","ICSE93_2","Empleadores",568382.0625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","_T","Ambos sexos","ICSE93_3","Trabajadores por cuenta propia",212558.3125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","_T","Ambos sexos","ICSE93_1_A","Asalariados sector privado",348493.3125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","_T","Ambos sexos","ICSE93_1_B","Asalariados sector público",561976,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","_T","Ambos sexos","ICSE93_7","Personal de servicio doméstico",142730.0625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","M","Hombres","ICSE93_T","Total",374412.5625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","M","Hombres","ICSE93_2","Empleadores",586680.0625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","M","Hombres","ICSE93_3","Trabajadores por cuenta propia",244636.75,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","M","Hombres","ICSE93_1_A","Asalariados sector privado",370696.6875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","M","Hombres","ICSE93_1_B","Asalariados sector público",598149.625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","F","Mujeres","ICSE93_T","Total",289696.65625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","F","Mujeres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","F","Mujeres","ICSE93_3","Trabajadores por cuenta propia",164817.0625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","F","Mujeres","ICSE93_1_A","Asalariados sector privado",295788.375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","F","Mujeres","ICSE93_1_B","Asalariados sector público",532553.125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL07","Región del Maule","F","Mujeres","ICSE93_7","Personal de servicio doméstico",142084.1875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","_T","Ambos sexos","ICSE93_T","Total",455697.34375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","_T","Ambos sexos","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","_T","Ambos sexos","ICSE93_3","Trabajadores por cuenta propia",290599.84375,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","_T","Ambos sexos","ICSE93_1_A","Asalariados sector privado",407555.78125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","_T","Ambos sexos","ICSE93_1_B","Asalariados sector público",760858.375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","_T","Ambos sexos","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","M","Hombres","ICSE93_T","Total",504990.5,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","M","Hombres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","M","Hombres","ICSE93_3","Trabajadores por cuenta propia",383779.15625,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","M","Hombres","ICSE93_1_A","Asalariados sector privado",395247.34375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","M","Hombres","ICSE93_1_B","Asalariados sector público",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","F","Mujeres","ICSE93_T","Total",388777.375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","F","Mujeres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","F","Mujeres","ICSE93_3","Trabajadores por cuenta propia",181252.234375,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","F","Mujeres","ICSE93_1_A","Asalariados sector privado",435301,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","F","Mujeres","ICSE93_1_B","Asalariados sector público",744927.1875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL16","Región de Ñuble","F","Mujeres","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","_T","Ambos sexos","ICSE93_T","Total",397587.09375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","_T","Ambos sexos","ICSE93_2","Empleadores",920352.75,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","_T","Ambos sexos","ICSE93_3","Trabajadores por cuenta propia",227230.59375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","_T","Ambos sexos","ICSE93_1_A","Asalariados sector privado",405430.84375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","_T","Ambos sexos","ICSE93_1_B","Asalariados sector público",612775.625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","_T","Ambos sexos","ICSE93_7","Personal de servicio doméstico",152676.1875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","M","Hombres","ICSE93_T","Total",448984.28125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","M","Hombres","ICSE93_2","Empleadores",990891.9375,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","M","Hombres","ICSE93_3","Trabajadores por cuenta propia",259682.4375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","M","Hombres","ICSE93_1_A","Asalariados sector privado",425637.1875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","M","Hombres","ICSE93_1_B","Asalariados sector público",742164.5625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","F","Mujeres","ICSE93_T","Total",323426.84375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","F","Mujeres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","F","Mujeres","ICSE93_3","Trabajadores por cuenta propia",192395,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","F","Mujeres","ICSE93_1_A","Asalariados sector privado",361519.125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","F","Mujeres","ICSE93_1_B","Asalariados sector público",515110.1875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL08","Región del Biobío","F","Mujeres","ICSE93_7","Personal de servicio doméstico",151754.375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","_T","Ambos sexos","ICSE93_T","Total",353414.90625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","_T","Ambos sexos","ICSE93_2","Empleadores",663700.625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","_T","Ambos sexos","ICSE93_3","Trabajadores por cuenta propia",161097.234375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","_T","Ambos sexos","ICSE93_1_A","Asalariados sector privado",417225.3125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","_T","Ambos sexos","ICSE93_1_B","Asalariados sector público",689057.625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","_T","Ambos sexos","ICSE93_7","Personal de servicio doméstico",128606.5,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","M","Hombres","ICSE93_T","Total",401183.625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","M","Hombres","ICSE93_2","Empleadores",753280.0625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","M","Hombres","ICSE93_3","Trabajadores por cuenta propia",202254.03125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","M","Hombres","ICSE93_1_A","Asalariados sector privado",444537.71875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","M","Hombres","ICSE93_1_B","Asalariados sector público",801828.875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","F","Mujeres","ICSE93_T","Total",287001.6875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","F","Mujeres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","F","Mujeres","ICSE93_3","Trabajadores por cuenta propia",101371.78125,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","F","Mujeres","ICSE93_1_A","Asalariados sector privado",356992.15625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","F","Mujeres","ICSE93_1_B","Asalariados sector público",610588.875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL09","Región de La Araucanía","F","Mujeres","ICSE93_7","Personal de servicio doméstico",127464.609375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","_T","Ambos sexos","ICSE93_T","Total",406307.96875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","_T","Ambos sexos","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","_T","Ambos sexos","ICSE93_3","Trabajadores por cuenta propia",239326.75,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","_T","Ambos sexos","ICSE93_1_A","Asalariados sector privado",404160.34375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","_T","Ambos sexos","ICSE93_1_B","Asalariados sector público",662038.625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","_T","Ambos sexos","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","M","Hombres","ICSE93_T","Total",461225.09375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","M","Hombres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","M","Hombres","ICSE93_3","Trabajadores por cuenta propia",255182.109375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","M","Hombres","ICSE93_1_A","Asalariados sector privado",433215.09375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","M","Hombres","ICSE93_1_B","Asalariados sector público",776582.6875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","F","Mujeres","ICSE93_T","Total",329554.84375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","F","Mujeres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","F","Mujeres","ICSE93_3","Trabajadores por cuenta propia",216462.5625,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","F","Mujeres","ICSE93_1_A","Asalariados sector privado",347455.3125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","F","Mujeres","ICSE93_1_B","Asalariados sector público",578046.125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL14","Región de Los Ríos","F","Mujeres","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","_T","Ambos sexos","ICSE93_T","Total",472305.59375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","_T","Ambos sexos","ICSE93_2","Empleadores",1650640.375,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","_T","Ambos sexos","ICSE93_3","Trabajadores por cuenta propia",229352.734375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","_T","Ambos sexos","ICSE93_1_A","Asalariados sector privado",430147.84375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","_T","Ambos sexos","ICSE93_1_B","Asalariados sector público",731731,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","_T","Ambos sexos","ICSE93_7","Personal de servicio doméstico",151627.1875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","M","Hombres","ICSE93_T","Total",542687.25,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","M","Hombres","ICSE93_2","Empleadores",1948536.125,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","M","Hombres","ICSE93_3","Trabajadores por cuenta propia",254590.953125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","M","Hombres","ICSE93_1_A","Asalariados sector privado",462175.09375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","M","Hombres","ICSE93_1_B","Asalariados sector público",867413.9375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","M","Hombres","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","F","Mujeres","ICSE93_T","Total",375767.5625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","F","Mujeres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","F","Mujeres","ICSE93_3","Trabajadores por cuenta propia",192288.125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","F","Mujeres","ICSE93_1_A","Asalariados sector privado",370981.90625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2012","2012","CHL10","Región de Los Lagos","F","Mujeres","ICSE93_1_B","Asalariados sector público",639262.4375,,
